transactionID;carrierID;customerID;amount;date
48;3;194;5,22;2007-05-03 22:54:46
49;1;681;11,82;2007-10-02 23:56:40
50;1;290;16,28;2007-08-12 16:31:39
51;3;321;14,15;2005-07-17 04:12:55
52;3;952;8,71;2008-08-07 04:16:55
53;1;972;18,89;2005-10-27 02:52:09
54;2;852;18,15;2008-06-24 20:04:03
55;3;881;17,09;2006-08-30 06:04:36
56;3;851;8,26;2005-03-27 07:25:45
57;2;613;7,94;2007-01-14 00:48:13
58;3;300;19,11;2008-08-07 18:03:38
59;1;163;12,79;2009-07-23 07:45:11
60;2;650;13,64;2009-06-16 15:33:11
61;2;780;9,45;2009-11-05 00:22:36
62;2;696;8,05;2008-01-21 12:34:49
63;3;567;18,17;2007-02-20 03:21:56
64;3;549;16,1;2005-10-23 05:38:28
65;3;946;7,08;2008-05-01 12:41:25
66;3;788;13,81;2006-05-12 08:58:32
67;3;351;15,27;2008-11-18 05:18:14
68;2;896;7,15;2005-08-12 15:12:07
69;2;247;6,99;2006-07-12 09:10:05
70;3;640;19,26;2006-04-14 00:38:28
71;1;602;13,94;2008-10-06 03:19:05
72;2;98;17,16;2006-05-08 23:18:20
73;3;129;13,32;2008-10-14 04:54:56
74;1;654;10,33;2005-09-25 04:45:22
75;3;295;17,24;2008-05-24 00:04:56
76;3;804;18,04;2008-06-01 17:14:26
77;3;91;15,92;2006-04-11 20:52:52
78;2;407;13,38;2005-01-15 20:05:28
79;2;982;18,68;2005-10-05 11:39:15
80;2;642;13,88;2006-04-19 23:13:06
81;3;478;13,75;2006-12-17 10:08:23
82;2;648;6,89;2009-03-27 22:40:19
83;1;704;9,64;2008-08-22 23:27:32
84;2;955;11,96;2005-07-20 14:28:09
85;3;841;13,32;2007-06-06 08:16:32
86;3;659;14,42;2005-03-18 08:54:13
87;3;875;10,18;2009-04-29 16:19:54
88;3;66;14,77;2006-06-26 14:48:00
89;3;556;9,42;2008-06-18 01:43:50
90;2;96;18,67;2008-08-17 15:55:43
91;1;932;13,83;2008-11-03 02:46:31
92;3;918;13,89;2009-01-17 12:27:50
93;1;69;15,16;2009-02-02 11:27:56
94;1;45;8,67;2008-10-25 21:37:14
95;1;737;10,92;2008-11-13 05:50:41
96;1;754;18,01;2008-11-10 19:56:56
97;2;719;14,51;2008-01-12 03:40:33
98;1;377;13,59;2007-02-17 06:48:36
99;3;775;18,87;2007-01-30 02:42:20
100;1;939;13,46;2009-11-15 06:59:54
101;1;324;16,77;2005-04-16 07:04:40
102;3;495;10,37;2005-02-24 11:07:53
103;3;355;15,58;2009-09-14 08:30:02
104;2;310;15,6;2009-09-04 07:21:12
105;3;850;16,97;2009-09-17 22:16:51
106;1;8;10,03;2007-01-26 21:54:31
107;1;464;19,4;2006-08-30 23:03:32
108;2;424;5,47;2005-01-29 08:38:59
109;2;92;17,65;2006-04-12 20:31:58
110;2;445;18,51;2009-04-26 11:26:58
111;2;838;7,56;2007-09-13 20:08:23
112;2;753;6,18;2005-04-29 06:52:16
113;1;130;17,54;2007-09-16 06:36:32
114;3;56;11,91;2007-09-28 03:57:07
115;2;287;13,76;2009-08-07 19:15:23
116;1;581;17,63;2007-09-27 15:25:04
117;1;294;18,19;2006-05-22 10:22:54
118;2;885;6,85;2009-10-17 02:14:51
119;3;736;7,7;2007-03-02 23:05:11
120;3;311;7,73;2008-06-09 15:52:00
121;3;599;16,37;2008-02-02 17:20:16
122;2;521;7,66;2005-05-29 23:31:11
123;1;540;15,66;2006-12-13 07:45:48
124;3;8;7,68;2009-04-15 08:30:17
125;2;581;14,92;2006-12-25 17:21:14
126;2;123;17,84;2006-12-10 12:33:38
127;1;813;7,32;2005-12-31 15:44:08
128;1;322;17,95;2009-06-15 12:38:38
129;3;283;15,04;2007-10-17 22:32:18
130;1;88;12,87;2007-11-12 17:05:57
131;1;860;16,73;2006-06-21 02:43:07
132;3;492;7,44;2008-04-30 01:42:50
133;1;298;13,02;2008-09-20 19:05:53
134;1;769;17,45;2005-08-18 20:24:22
135;2;661;8,25;2008-11-15 13:29:51
136;2;405;14,15;2009-11-30 00:58:05
137;1;758;13,46;2006-09-29 12:43:13
138;3;47;17,69;2009-07-25 23:59:24
139;3;546;10,3;2009-08-19 10:27:38
140;2;556;13,91;2007-07-09 03:03:04
141;3;434;19,49;2008-06-23 22:43:01
142;2;537;11,86;2006-10-26 13:13:03
143;1;288;14,05;2005-09-08 04:45:37
144;3;707;15,39;2007-04-11 14:22:21
145;3;363;12,97;2008-12-19 14:02:37
146;1;176;9,36;2006-04-26 07:30:28
147;3;872;19,88;2009-01-08 12:04:27
148;1;339;14,12;2006-03-11 04:46:19
149;2;892;11,53;2006-01-18 12:52:34
150;2;540;16,83;2005-03-26 02:12:06
151;2;732;8,34;2005-05-13 22:34:59
152;2;618;11,18;2008-03-01 12:30:52
153;1;494;18,05;2008-12-06 15:37:52
154;3;595;8,87;2005-01-14 12:09:15
155;2;464;17,64;2008-01-03 18:10:52
156;1;803;10,74;2008-02-19 11:44:15
157;2;196;13,57;2009-09-11 21:00:25
158;1;663;8,51;2009-10-23 15:46:38
159;1;767;13,67;2008-08-03 17:33:33
160;3;943;17,5;2008-03-06 05:07:26
161;2;553;5,24;2009-10-01 06:28:46
162;3;288;11,83;2007-03-22 06:01:56
163;3;49;13,6;2008-04-30 09:16:06
164;1;107;17,9;2009-12-30 19:05:43
165;1;158;7,5;2005-07-10 13:36:33
166;2;197;11,2;2005-10-16 20:22:47
167;3;809;12,65;2006-05-12 18:36:23
168;2;128;14,46;2008-02-15 17:22:36
169;2;360;8,62;2008-10-28 15:19:41
170;2;64;8,64;2009-10-02 17:45:11
171;3;735;12,56;2005-03-09 03:58:33
172;3;674;11,77;2008-03-18 07:42:14
173;3;461;11,73;2007-02-13 17:33:33
174;1;622;15,48;2006-03-30 12:43:20
175;1;482;16,27;2008-05-17 07:48:13
176;3;859;5,5;2005-10-31 17:34:02
177;2;689;8,0;2008-10-25 02:35:30
178;1;153;14,78;2005-04-08 17:23:07
179;2;741;17,92;2009-11-24 13:04:03
180;3;585;12,29;2005-12-29 16:36:29
181;1;195;11,54;2005-01-21 23:21:27
182;2;541;13,17;2007-04-21 00:41:58
183;1;908;13,27;2009-02-08 22:56:38
184;1;635;5,19;2007-02-03 04:05:21
185;1;850;16,55;2008-09-17 17:05:01
186;3;408;15,67;2008-05-06 04:07:38
187;1;419;14,56;2008-02-12 12:34:51
188;3;510;7,28;2006-02-08 08:11:35
189;1;470;9,7;2007-05-22 00:30:11
190;1;789;6,2;2009-01-27 15:24:03
191;1;464;14,81;2007-08-14 18:42:25
192;1;352;8,54;2005-12-15 17:41:56
193;3;942;10,16;2006-10-28 03:00:13
194;1;791;12,51;2006-05-30 22:07:06
195;2;107;14,44;2006-02-27 14:11:36
196;1;177;16,21;2006-01-12 22:39:08
197;2;929;18,76;2008-01-04 00:39:44
198;3;577;11,17;2009-07-05 04:27:42
199;2;738;12,05;2006-02-11 16:42:47
200;1;297;19,09;2005-05-12 08:09:36
201;3;823;17,14;2007-06-06 08:17:59
202;3;88;13,45;2009-08-18 13:20:54
203;3;302;8,56;2005-09-11 01:00:51
204;3;919;8,43;2007-04-18 08:45:56
205;3;461;11,55;2006-09-28 23:16:51
206;3;522;15,54;2006-03-14 06:16:57
207;2;222;5,76;2008-10-27 19:48:01
208;2;598;10,89;2007-07-01 19:55:34
209;2;59;13,45;2009-01-10 00:16:17
210;1;641;18,11;2008-07-20 00:31:33
211;1;701;18,23;2006-10-16 22:47:41
212;1;5;16,54;2006-05-26 19:19:14
213;3;890;17,21;2007-01-31 06:03:04
214;2;378;18,73;2005-04-30 20:52:59
215;1;852;17,49;2009-10-12 21:24:59
216;2;891;19,52;2007-07-22 11:20:48
217;2;110;5,19;2009-08-21 22:40:58
218;3;583;5,0;2006-08-07 02:52:24
219;2;831;17,44;2005-06-23 23:00:58
220;3;761;8,1;2009-09-06 08:29:00
221;2;895;18,34;2009-03-16 05:07:54
222;1;52;13,31;2008-12-15 19:42:26
223;2;700;14,94;2005-01-13 21:17:09
224;3;168;5,56;2009-10-03 21:00:14
225;3;843;9,87;2009-09-12 23:05:40
226;2;99;18,92;2006-10-29 02:58:29
227;2;182;15,11;2007-05-28 09:43:17
228;1;584;5,97;2008-06-03 18:33:39
229;3;444;9,56;2005-05-24 08:38:13
230;1;390;8,68;2007-03-13 17:49:41
231;3;415;14,92;2009-12-13 14:48:22
232;3;771;10,21;2006-01-02 16:23:28
233;3;102;5,11;2006-02-23 20:45:49
234;3;394;7,86;2006-11-04 18:08:17
235;3;35;16,57;2007-03-27 22:23:23
236;1;477;5,52;2009-11-27 23:00:11
237;3;79;8,0;2009-03-07 08:12:30
238;2;8;8,49;2008-09-13 08:37:24
239;1;677;17,99;2006-11-06 12:58:39
240;2;706;18,71;2005-10-15 23:20:59
241;1;607;10,72;2007-12-26 04:35:37
242;3;131;9,83;2005-08-09 11:44:04
243;3;502;6,17;2008-03-28 12:38:54
244;2;140;6,37;2008-03-06 17:03:46
245;2;262;7,56;2009-09-26 08:52:50
246;1;437;13,28;2008-09-20 10:50:56
247;1;700;11,19;2009-06-07 18:14:35
248;3;320;11,68;2007-06-19 08:26:21
249;3;797;14,1;2005-04-08 23:17:54
250;1;306;14,3;2005-05-23 08:13:00
251;3;775;18,39;2008-01-29 03:17:32
252;3;589;19,55;2007-06-20 22:33:28
253;2;818;19,59;2005-02-27 17:07:26
254;3;196;6,56;2007-11-08 11:36:51
255;3;128;15,29;2009-06-17 20:57:52
256;3;739;15,12;2005-05-15 15:10:26
257;1;971;5,57;2007-12-01 18:14:48
258;3;234;14,84;2009-11-24 14:34:17
259;1;294;9,44;2007-04-07 10:27:27
260;2;115;14,45;2005-12-19 08:03:21
261;1;489;15,65;2006-05-03 16:25:31
262;2;500;17,83;2006-02-27 01:46:52
263;3;598;19,14;2009-09-05 22:02:29
264;2;11;19,48;2009-07-24 03:54:45
265;1;479;8,25;2007-01-02 10:49:29
266;1;261;16,96;2005-04-29 20:12:42
267;2;81;7,59;2009-11-09 05:17:10
268;1;135;7,35;2009-04-21 07:46:44
269;3;547;9,32;2009-01-02 19:47:00
270;2;125;15,5;2007-12-08 00:48:37
271;3;433;15,74;2006-11-30 06:29:51
272;3;563;10,4;2008-12-23 01:56:57
273;3;545;6,61;2005-08-25 21:41:18
274;2;920;11,73;2007-06-16 09:13:24
275;1;914;17,81;2008-10-13 21:12:30
276;2;683;13,93;2006-06-10 15:23:38
277;1;482;10,09;2006-07-06 10:52:13
278;1;144;14,04;2007-01-07 07:57:09
279;2;141;15,61;2008-01-22 02:48:54
280;1;336;13,01;2007-03-01 03:52:41
281;2;995;8,54;2006-08-13 04:47:45
282;1;148;17,93;2006-03-06 10:32:28
283;3;824;6,03;2006-01-20 17:13:53
284;3;890;14,51;2007-10-13 09:58:19
285;2;971;5,6;2008-12-18 09:06:14
286;2;228;17,92;2007-12-11 06:19:10
287;2;656;7,13;2009-05-13 15:20:49
288;1;966;11,49;2007-09-01 03:06:46
289;3;203;15,33;2009-01-01 07:54:49
290;2;315;8,39;2005-07-24 23:27:22
291;1;313;16,25;2008-01-22 22:45:55
292;2;880;15,96;2005-01-15 06:35:43
293;2;414;19,8;2006-07-11 06:07:15
294;2;69;11,21;2008-01-10 16:55:23
295;3;422;13,28;2006-02-02 00:24:21
296;3;732;5,01;2008-10-22 18:59:28
297;3;379;5,05;2008-08-19 09:17:26
298;3;761;9,07;2005-11-03 00:53:43
299;3;622;17,75;2008-06-12 22:55:32
300;2;53;16,1;2007-12-20 17:02:23
301;2;773;8,39;2005-11-10 00:38:02
302;1;743;11,79;2005-06-18 12:26:40
303;1;551;10,77;2006-11-25 21:01:17
304;3;86;5,12;2006-01-04 20:43:40
305;2;432;15,09;2008-11-19 21:37:21
306;1;390;18,21;2009-10-25 20:24:03
307;1;773;15,64;2009-05-09 03:39:06
308;3;529;11,51;2008-07-26 16:10:22
309;1;599;10,41;2007-11-05 03:24:27
310;1;16;6,48;2009-12-22 23:04:14
311;1;20;9,51;2009-12-26 12:46:35
312;1;280;5,77;2006-06-05 10:50:42
313;1;417;8,66;2009-02-27 05:12:48
314;3;6;16,58;2005-07-03 16:33:11
315;3;485;7,15;2007-06-26 05:13:36
316;3;89;14,19;2007-09-26 05:29:11
317;2;215;10,02;2007-03-22 17:53:47
318;1;399;5,93;2006-07-12 10:04:04
319;3;828;7,97;2008-09-28 16:06:46
320;3;501;17,77;2008-08-25 04:42:30
321;3;674;17,41;2006-05-25 17:05:45
322;1;410;11,25;2006-05-18 23:41:12
323;2;139;7,35;2005-04-06 17:52:45
324;2;712;5,75;2008-02-15 01:04:18
325;3;502;10,14;2008-07-16 21:24:37
326;2;801;15,03;2006-08-10 22:19:28
327;3;207;19,66;2006-06-15 23:57:04
328;2;279;10,58;2008-12-29 08:28:35
329;1;964;19,3;2006-02-18 17:28:53
330;3;623;11,67;2005-06-24 10:10:36
331;3;962;19,29;2008-07-24 08:39:52
332;3;263;18,23;2006-05-10 00:28:29
333;3;964;17,96;2008-03-04 20:13:29
334;3;77;14,79;2005-06-02 15:27:55
335;2;751;17,41;2006-06-10 04:48:27
336;3;872;15,81;2007-10-05 20:01:57
337;1;603;10,85;2006-08-29 03:16:39
338;3;914;5,41;2008-09-21 06:25:35
339;2;971;6,73;2008-09-17 03:13:46
340;3;614;9,43;2007-05-08 04:34:31
341;1;674;17,2;2006-01-04 12:07:39
342;1;249;5,64;2009-02-24 15:53:13
343;2;502;15,55;2005-03-06 09:30:52
344;1;369;13,87;2005-04-18 22:50:27
345;2;816;17,22;2009-04-14 23:21:06
346;2;344;9,9;2006-04-06 05:04:13
347;1;994;13,89;2008-01-23 19:15:19
348;2;314;7,89;2005-03-19 02:03:03
349;3;460;17,49;2005-11-11 07:16:16
350;2;847;18,87;2007-05-12 20:16:46
351;3;142;16,15;2006-09-29 06:32:25
352;1;742;7,17;2009-08-16 10:26:49
353;1;426;15,19;2006-11-24 00:49:22
354;3;110;16,72;2005-04-11 18:10:56
355;2;481;5,9;2007-03-25 03:34:10
356;3;235;8,43;2005-05-27 06:36:19
357;2;992;16,47;2008-11-19 17:23:48
358;1;711;14,11;2005-10-31 23:04:15
359;1;537;11,0;2005-07-24 09:47:02
360;2;276;19,37;2005-09-30 14:25:23
361;1;99;14,47;2008-07-04 13:35:25
362;2;551;14,01;2007-10-19 17:17:14
363;1;373;15,67;2005-06-20 10:35:14
364;3;672;15,07;2007-12-11 15:48:37
365;1;583;16,46;2008-01-19 08:02:55
366;3;469;15,44;2006-06-10 05:55:58
367;1;378;6,58;2005-09-06 18:33:47
368;2;129;15,54;2006-06-22 19:15:17
369;2;333;7,81;2009-09-28 19:46:04
370;3;952;18,77;2008-10-06 23:26:29
371;3;790;8,13;2007-02-02 06:56:05
372;3;361;11,94;2009-05-27 02:27:24
373;1;776;14,52;2005-04-08 12:21:57
374;2;887;8,43;2008-12-03 19:10:03
375;1;592;19,89;2006-08-07 18:31:06
376;2;929;12,39;2006-08-29 16:17:02
377;2;226;8,99;2008-08-18 01:46:48
378;3;1;7,81;2006-02-25 03:31:26
379;2;492;15,19;2009-09-15 06:00:21
380;1;626;14,59;2009-12-09 23:25:33
381;2;191;7,96;2007-12-01 02:02:06
382;3;846;11,26;2005-05-31 11:17:49
383;3;415;17,85;2008-05-31 15:54:35
384;2;139;8,31;2005-08-23 12:21:24
385;2;974;8,28;2006-09-09 18:32:57
386;2;249;14,52;2007-01-18 10:15:34
387;2;877;14,17;2008-05-04 12:00:51
388;1;492;9,48;2007-12-13 09:37:19
389;2;967;17,97;2007-09-29 02:48:17
390;2;729;18,06;2005-03-21 07:49:02
391;2;759;19,35;2006-12-21 20:03:34
392;1;197;11,51;2008-07-26 09:22:10
393;3;761;16,85;2005-03-07 12:03:28
394;1;8;8,74;2005-10-29 07:46:11
395;2;315;14,13;2007-01-15 16:17:51
396;2;684;8,92;2009-11-21 12:38:15
397;1;651;18,93;2007-05-13 00:39:30
398;1;784;10,49;2009-11-22 09:13:34
399;1;921;13,53;2008-08-30 02:17:21
400;3;471;11,74;2008-09-01 17:31:15
401;3;623;13,46;2006-02-11 15:30:17
402;3;365;9,51;2008-02-01 06:09:26
403;3;356;7,71;2006-04-10 00:00:34
404;3;711;11,56;2009-06-11 03:11:28
405;3;93;12,16;2009-05-25 09:11:34
406;3;138;13,12;2005-05-16 03:55:41
407;3;748;14,35;2005-08-04 09:12:59
408;2;908;16,5;2006-02-27 05:55:00
409;2;645;11,93;2006-02-18 10:58:09
410;1;921;13,7;2008-10-21 01:26:43
411;3;42;10,08;2005-01-22 07:30:25
412;1;806;14,3;2005-08-03 14:19:04
413;1;54;18,75;2009-03-17 01:12:07
414;3;295;13,55;2007-01-07 15:38:52
415;3;67;15,71;2008-03-19 08:41:41
416;1;404;5,09;2005-06-30 08:53:22
417;1;254;17,08;2005-12-06 11:12:35
418;1;182;10,44;2008-01-22 02:42:36
419;1;852;15,67;2005-07-03 04:41:19
420;1;746;10,47;2008-09-26 07:38:01
421;1;616;18,5;2008-12-26 05:39:47
422;1;80;9,91;2006-08-24 20:29:27
423;1;687;14,96;2005-01-29 01:11:40
424;2;977;10,67;2005-06-30 16:19:22
425;1;675;12,41;2008-11-16 18:43:22
426;3;494;8,64;2008-02-08 05:39:29
427;2;42;7,36;2008-12-29 08:50:47
428;2;163;17,9;2006-12-03 07:50:20
429;1;556;9,58;2007-08-24 23:23:57
430;3;619;11,34;2006-05-04 18:27:47
431;3;340;15,12;2005-06-11 04:29:30
432;3;261;13,39;2005-02-11 06:31:27
433;3;596;15,29;2009-09-03 09:16:48
434;2;322;14,74;2005-07-01 20:00:54
435;2;828;10,44;2009-10-27 06:49:03
436;3;667;17,55;2006-03-11 23:28:05
437;3;107;13,44;2005-11-24 12:24:56
438;1;939;7,43;2006-02-24 04:53:39
439;3;690;11,04;2006-11-21 08:00:25
440;3;548;18,22;2009-02-04 13:04:13
441;1;303;9,37;2007-07-10 12:35:15
442;3;566;13,31;2009-01-07 17:51:41
443;1;437;8,86;2007-03-15 03:30:24
444;2;659;15,94;2008-08-24 23:28:57
445;1;168;19,97;2006-09-14 09:13:00
446;1;159;16,14;2008-05-09 12:05:01
447;3;79;15,75;2009-12-22 14:06:35
448;2;743;13,77;2007-07-27 14:54:58
449;3;605;6,92;2008-01-24 06:39:27
450;1;948;15,34;2005-02-02 21:08:54
451;1;452;17,98;2007-10-20 22:54:45
452;2;87;14,56;2009-06-26 16:32:13
453;3;28;11,77;2006-01-20 00:48:59
454;2;896;7,32;2007-10-03 14:14:55
455;3;694;14,51;2009-09-19 16:49:24
456;2;452;9,37;2008-01-30 23:27:12
457;3;49;13,72;2005-11-03 20:46:41
458;2;24;10,57;2006-08-14 12:26:30
459;2;706;5,98;2006-07-18 20:11:46
460;2;345;8,86;2007-01-04 05:50:05
461;2;153;11,19;2007-08-26 21:30:09
462;2;733;5,29;2006-12-15 02:31:49
463;1;871;11,05;2007-05-11 07:59:52
464;1;184;9,38;2006-02-22 17:19:38
465;3;319;19,58;2009-04-04 10:23:12
466;3;910;17,95;2006-11-11 09:57:09
467;2;363;9,16;2005-06-01 11:14:26
468;1;370;7,2;2008-09-30 12:27:45
469;1;493;7,72;2009-12-10 00:42:55
470;1;854;11,43;2005-09-09 22:49:32
471;2;688;19,2;2009-10-29 20:38:15
472;3;871;19,11;2005-05-08 17:32:10
473;3;120;17,29;2009-10-04 03:09:01
474;2;712;8,14;2006-01-10 21:18:49
475;1;191;11,29;2007-07-19 16:25:01
476;3;502;5,83;2007-04-02 16:00:16
477;3;780;17,19;2008-11-25 15:56:28
478;2;307;15,57;2007-05-30 11:45:39
479;2;421;14,93;2006-02-28 00:43:02
480;3;862;14,98;2007-01-24 18:13:31
481;2;379;19,41;2006-06-08 08:22:17
482;3;577;7,32;2007-10-01 18:25:04
483;3;586;11,7;2007-01-08 08:52:33
484;3;787;18,49;2009-03-02 22:59:24
485;2;294;13,67;2009-12-27 22:50:19
486;3;361;5,55;2005-06-22 21:17:41
487;3;540;18,83;2007-03-17 00:58:25
488;2;743;8,81;2008-07-21 09:33:13
489;2;938;18,26;2005-05-20 10:42:00
490;3;21;18,86;2007-07-05 01:28:27
491;2;984;16,6;2005-09-04 07:56:34
492;2;801;17,22;2008-11-13 06:08:15
493;1;594;8,42;2007-04-12 20:14:03
494;3;68;16,0;2007-06-06 12:03:50
495;2;922;12,59;2005-03-09 17:48:03
496;2;780;17,81;2007-04-24 17:37:20
497;1;166;9,65;2009-02-07 01:53:32
498;2;913;14,62;2006-09-27 09:44:06
499;3;116;14,26;2009-04-04 07:58:57
500;3;511;16,49;2007-07-24 16:58:15
501;1;156;8,89;2009-05-15 01:18:32
502;3;492;13,06;2006-12-27 03:20:43
503;3;54;7,5;2005-07-21 06:47:49
504;2;171;17,12;2005-11-01 09:36:11
505;2;857;6,18;2007-01-12 23:43:08
506;3;76;16,43;2007-09-02 17:55:14
507;3;671;12,19;2009-08-02 07:49:17
508;2;702;7,44;2005-11-18 09:41:36
509;1;444;9,48;2008-07-16 08:08:21
510;3;167;13,65;2008-04-01 19:08:04
511;1;722;11,39;2007-01-29 13:53:45
512;3;792;9,79;2008-04-23 22:47:47
513;2;376;13,08;2006-09-23 10:32:37
514;1;72;9,27;2009-03-18 10:26:18
515;3;25;8,5;2006-12-27 01:31:39
516;1;837;19,26;2009-10-25 17:55:49
517;1;533;8,12;2006-07-14 02:03:20
518;3;496;12,9;2006-04-08 20:06:47
519;1;699;9,34;2008-09-23 18:43:49
520;2;335;14,28;2008-06-01 21:52:24
521;2;987;17,49;2008-02-28 02:36:29
522;2;936;10,6;2008-10-30 09:59:52
523;3;774;12,59;2009-05-09 12:46:16
524;3;834;19,01;2006-12-08 21:52:51
525;2;333;10,01;2008-01-13 20:39:18
526;2;886;10,56;2009-06-24 20:17:53
527;1;41;8,8;2005-06-21 01:29:13
528;1;488;18,35;2008-02-09 15:28:30
529;1;436;6,56;2007-10-18 09:34:51
530;2;806;18,39;2006-11-06 20:50:29
531;1;907;5,71;2005-12-31 22:47:00
532;2;495;10,27;2007-06-26 22:12:51
533;1;568;15,32;2007-07-18 03:14:43
534;2;605;13,35;2008-07-27 03:06:01
535;1;373;17,42;2006-10-11 07:53:47
536;1;241;5,54;2008-05-28 20:25:03
537;2;575;5,1;2008-12-18 17:19:57
538;2;102;11,88;2005-07-29 13:24:49
539;2;365;10,93;2005-02-20 14:19:09
540;3;571;11,42;2009-06-23 21:30:16
541;3;545;18,18;2007-07-03 18:26:11
542;1;554;5,96;2009-06-18 09:36:49
543;3;75;6,09;2008-02-10 03:48:57
544;3;178;8,09;2008-09-21 18:19:39
545;3;583;8,24;2009-05-12 22:45:11
546;1;325;6,67;2009-11-20 21:57:15
547;3;692;18,83;2007-08-29 00:52:56
548;2;452;14,41;2008-04-20 02:58:52
549;3;976;5,93;2008-01-28 22:48:14
550;3;521;17,94;2006-02-20 01:19:42
551;1;119;10,08;2008-05-16 04:40:29
552;2;47;7,58;2008-02-17 01:53:06
553;1;373;10,87;2009-06-28 14:23:35
554;1;367;10,42;2008-06-06 15:33:23
555;3;687;15,48;2007-11-11 21:35:42
556;2;648;10,22;2007-06-10 17:59:21
557;1;921;19,88;2005-08-23 22:07:35
558;2;535;6,76;2008-01-15 22:08:48
559;2;585;18,91;2005-02-10 19:38:37
560;3;348;6,09;2009-04-15 03:34:46
561;3;399;19,18;2005-10-17 07:52:25
562;2;254;12,56;2005-01-23 23:57:21
563;1;422;19,14;2006-09-24 15:25:24
564;3;687;16,25;2008-07-27 23:48:02
565;1;221;10,98;2007-02-06 07:10:50
566;2;414;19,41;2006-11-22 15:48:02
567;2;874;6,52;2008-01-20 01:41:51
568;1;275;16,23;2007-06-16 20:57:02
569;3;484;5,25;2005-03-22 10:29:36
570;1;763;12,32;2006-07-26 15:15:35
571;3;856;7,82;2008-01-29 14:21:50
572;2;222;6,74;2005-09-24 00:57:05
573;1;978;7,23;2007-08-23 15:03:12
574;3;125;11,05;2005-05-03 22:41:36
575;3;996;18,35;2008-08-13 14:25:48
576;3;238;15,84;2006-01-24 10:20:36
577;1;236;9,22;2006-03-13 00:42:05
578;1;483;15,33;2008-01-05 23:19:09
579;3;262;17,48;2007-08-25 22:26:37
580;3;17;15,13;2005-11-03 15:26:41
581;2;521;5,56;2007-03-31 21:11:08
582;3;936;18,15;2007-08-20 18:49:53
583;2;921;10,06;2007-03-28 17:05:56
584;3;971;5,3;2005-04-24 18:31:13
585;2;880;15,17;2008-11-11 17:45:13
586;1;105;19,09;2006-07-21 22:09:05
587;1;602;18,33;2005-08-15 23:01:44
588;3;857;14,1;2008-05-05 14:00:51
589;1;308;14,09;2006-10-01 07:26:09
590;2;629;6,72;2008-02-04 12:38:33
591;1;384;13,42;2006-06-06 09:31:32
592;2;999;11,81;2006-10-27 10:28:06
593;2;831;14,31;2007-05-12 08:27:26
594;2;127;18,61;2009-05-12 11:11:28
595;1;67;11,61;2008-08-05 12:13:45
596;3;217;7,57;2006-05-14 03:06:39
597;2;215;6,61;2005-08-26 19:57:21
598;2;693;16,45;2008-03-24 08:33:11
599;2;579;6,03;2006-11-26 23:16:34
600;1;673;6,02;2005-03-16 23:57:51
601;2;752;11,5;2008-08-24 02:25:49
602;2;153;13,6;2007-12-31 10:05:25
603;1;522;6,25;2007-01-17 06:40:22
604;1;485;19,39;2007-12-13 16:55:41
605;2;309;11,43;2008-12-22 02:40:27
606;3;815;10,26;2008-02-24 15:37:03
607;1;592;15,21;2006-07-12 23:55:18
